series_id,date,value
PAYEMS,1943-01-01,42172.0
PAYEMS,1943-02-01,42393.0
PAYEMS,1943-03-01,42552.0
PAYEMS,1943-04-01,42647.0
PAYEMS,1943-05-01,42596.0
PAYEMS,1943-06-01,42781.0
PAYEMS,1943-07-01,42700.0
PAYEMS,1943-08-01,42546.0
PAYEMS,1943-09-01,42492.0
PAYEMS,1943-10-01,42675.0
PAYEMS,1943-11-01,42821.0
PAYEMS,1943-12-01,42746.0
PAYEMS,1944-01-01,42654.0
PAYEMS,1944-02-01,42538.0
PAYEMS,1944-03-01,42294.0
PAYEMS,1944-04-01,42063.0
PAYEMS,1944-05-01,41985.0
PAYEMS,1944-06-01,41947.0
PAYEMS,1944-07-01,41904.0
PAYEMS,1944-08-01,41850.0
PAYEMS,1944-09-01,41679.0
PAYEMS,1944-10-01,41708.0
PAYEMS,1944-11-01,41711.0
PAYEMS,1944-12-01,41860.0
PAYEMS,1945-01-01,41895.0
PAYEMS,1945-02-01,41897.0
PAYEMS,1945-03-01,41798.0
PAYEMS,1945-04-01,41446.0
PAYEMS,1945-05-01,41304.0
PAYEMS,1945-06-01,41149.0
PAYEMS,1945-07-01,40874.0
PAYEMS,1945-08-01,40466.0
PAYEMS,1945-09-01,38507.0
PAYEMS,1945-10-01,38600.0
PAYEMS,1945-11-01,38996.0
PAYEMS,1945-12-01,39110.0
PAYEMS,1946-01-01,39829.0
PAYEMS,1946-02-01,39244.0
PAYEMS,1946-03-01,40195.0
PAYEMS,1946-04-01,40913.0
PAYEMS,1946-05-01,41349.0
PAYEMS,1946-06-01,41735.0
PAYEMS,1946-07-01,42153.0
PAYEMS,1946-08-01,42642.0
PAYEMS,1946-09-01,42915.0
PAYEMS,1946-10-01,43093.0
PAYEMS,1946-11-01,43395.0
PAYEMS,1946-12-01,43379.0
PAYEMS,1947-01-01,43535.0
PAYEMS,1947-02-01,43557.0
PAYEMS,1947-03-01,43607.0
PAYEMS,1947-04-01,43499.0
PAYEMS,1947-05-01,43638.0
PAYEMS,1947-06-01,43810.0
PAYEMS,1947-07-01,43743.0
PAYEMS,1947-08-01,43960.0
PAYEMS,1947-09-01,44203.0
PAYEMS,1947-10-01,44411.0
PAYEMS,1947-11-01,44484.0
PAYEMS,1947-12-01,44581.0
PAYEMS,1948-01-01,44679.0
PAYEMS,1948-02-01,44533.0
PAYEMS,1948-03-01,44683.0
PAYEMS,1948-04-01,44379.0
PAYEMS,1948-05-01,44796.0
PAYEMS,1948-06-01,45034.0
PAYEMS,1948-07-01,45160.0
PAYEMS,1948-08-01,45178.0
PAYEMS,1948-09-01,45294.0
PAYEMS,1948-10-01,45245.0
PAYEMS,1948-11-01,45192.0
PAYEMS,1948-12-01,45032.0
PAYEMS,1949-01-01,44668.0
PAYEMS,1949-02-01,44497.0
PAYEMS,1949-03-01,44240.0
PAYEMS,1949-04-01,44236.0
PAYEMS,1949-05-01,43984.0
PAYEMS,1949-06-01,43739.0
PAYEMS,1949-07-01,43531.0
PAYEMS,1949-08-01,43624.0
PAYEMS,1949-09-01,43780.0
PAYEMS,1949-10-01,42942.0
PAYEMS,1949-11-01,43242.0
PAYEMS,1949-12-01,43522.0
PAYEMS,1950-01-01,43526.0
PAYEMS,1950-02-01,43297.0
PAYEMS,1950-03-01,43954.0
PAYEMS,1950-04-01,44382.0
PAYEMS,1950-05-01,44718.0
PAYEMS,1950-06-01,45083.0
PAYEMS,1950-07-01,45454.0
PAYEMS,1950-08-01,46192.0
PAYEMS,1950-09-01,46438.0
PAYEMS,1950-10-01,46706.0
PAYEMS,1950-11-01,46776.0
PAYEMS,1950-12-01,46861.0
PAYEMS,1951-01-01,47288.0
PAYEMS,1951-02-01,47577.0
PAYEMS,1951-03-01,47873.0
PAYEMS,1951-04-01,47861.0
PAYEMS,1951-05-01,47952.0
PAYEMS,1951-06-01,48064.0
PAYEMS,1951-07-01,48061.0
PAYEMS,1951-08-01,48012.0
PAYEMS,1951-09-01,47954.0
PAYEMS,1951-10-01,48006.0
PAYEMS,1951-11-01,48147.0
PAYEMS,1951-12-01,48314.0
PAYEMS,1952-01-01,48296.0
PAYEMS,1952-02-01,48522.0
PAYEMS,1952-03-01,48504.0
PAYEMS,1952-04-01,48620.0
PAYEMS,1952-05-01,48642.0
PAYEMS,1952-06-01,48282.0
PAYEMS,1952-07-01,48143.0
PAYEMS,1952-08-01,48924.0
PAYEMS,1952-09-01,49320.0
PAYEMS,1952-10-01,49597.0
PAYEMS,1952-11-01,49816.0
PAYEMS,1952-12-01,50166.0
PAYEMS,1953-01-01,50144.0
PAYEMS,1953-02-01,50339.0
PAYEMS,1953-03-01,50473.0
PAYEMS,1953-04-01,50435.0
PAYEMS,1953-05-01,50490.0
PAYEMS,1953-06-01,50519.0
PAYEMS,1953-07-01,50536.0
PAYEMS,1953-08-01,50489.0
PAYEMS,1953-09-01,50368.0
PAYEMS,1953-10-01,50240.0
PAYEMS,1953-11-01,49908.0
PAYEMS,1953-12-01,49703.0
PAYEMS,1954-01-01,49469.0
PAYEMS,1954-02-01,49382.0
PAYEMS,1954-03-01,49157.0
PAYEMS,1954-04-01,49179.0
PAYEMS,1954-05-01,48965.0
PAYEMS,1954-06-01,48895.0
PAYEMS,1954-07-01,48835.0
PAYEMS,1954-08-01,48826.0
PAYEMS,1954-09-01,48886.0
PAYEMS,1954-10-01,48942.0
PAYEMS,1954-11-01,49180.0
PAYEMS,1954-12-01,49331.0
PAYEMS,1955-01-01,49496.0
PAYEMS,1955-02-01,49644.0
PAYEMS,1955-03-01,49962.0
PAYEMS,1955-04-01,50248.0
PAYEMS,1955-05-01,50512.0
PAYEMS,1955-06-01,50790.0
PAYEMS,1955-07-01,50987.0
PAYEMS,1955-08-01,51111.0
PAYEMS,1955-09-01,51266.0
PAYEMS,1955-10-01,51429.0
PAYEMS,1955-11-01,51592.0
PAYEMS,1955-12-01,51805.0
PAYEMS,1956-01-01,51975.0
PAYEMS,1956-02-01,52167.0
PAYEMS,1956-03-01,52294.0
PAYEMS,1956-04-01,52375.0
PAYEMS,1956-05-01,52506.0
PAYEMS,1956-06-01,52586.0
PAYEMS,1956-07-01,51955.0
PAYEMS,1956-08-01,52631.0
PAYEMS,1956-09-01,52604.0
PAYEMS,1956-10-01,52777.0
PAYEMS,1956-11-01,52821.0
PAYEMS,1956-12-01,52929.0
PAYEMS,1957-01-01,52887.0
PAYEMS,1957-02-01,53097.0
PAYEMS,1957-03-01,53156.0
PAYEMS,1957-04-01,53238.0
PAYEMS,1957-05-01,53150.0
PAYEMS,1957-06-01,53067.0
PAYEMS,1957-07-01,53123.0
PAYEMS,1957-08-01,53128.0
PAYEMS,1957-09-01,52934.0
PAYEMS,1957-10-01,52763.0
PAYEMS,1957-11-01,52558.0
PAYEMS,1957-12-01,52384.0
PAYEMS,1958-01-01,52076.0
PAYEMS,1958-02-01,51576.0
PAYEMS,1958-03-01,51299.0
PAYEMS,1958-04-01,51027.0
PAYEMS,1958-05-01,50914.0
PAYEMS,1958-06-01,50914.0
PAYEMS,1958-07-01,51039.0
PAYEMS,1958-08-01,51233.0
PAYEMS,1958-09-01,51506.0
PAYEMS,1958-10-01,51485.0
PAYEMS,1958-11-01,51944.0
PAYEMS,1958-12-01,52085.0
PAYEMS,1959-01-01,52478.0
PAYEMS,1959-02-01,52688.0
PAYEMS,1959-03-01,53014.0
PAYEMS,1959-04-01,53321.0
PAYEMS,1959-05-01,53550.0
PAYEMS,1959-06-01,53681.0
PAYEMS,1959-07-01,53804.0
PAYEMS,1959-08-01,53336.0
PAYEMS,1959-09-01,53428.0
PAYEMS,1959-10-01,53358.0
PAYEMS,1959-11-01,53634.0
PAYEMS,1959-12-01,54174.0
PAYEMS,1960-01-01,54274.0
PAYEMS,1960-02-01,54513.0
PAYEMS,1960-03-01,54454.0
PAYEMS,1960-04-01,54813.0
PAYEMS,1960-05-01,54475.0
PAYEMS,1960-06-01,54348.0
PAYEMS,1960-07-01,54306.0
PAYEMS,1960-08-01,54272.0
PAYEMS,1960-09-01,54227.0
PAYEMS,1960-10-01,54142.0
PAYEMS,1960-11-01,53961.0
PAYEMS,1960-12-01,53742.0
PAYEMS,1961-01-01,53683.0
PAYEMS,1961-02-01,53557.0
PAYEMS,1961-03-01,53659.0
PAYEMS,1961-04-01,53627.0
PAYEMS,1961-05-01,53786.0
PAYEMS,1961-06-01,53977.0
PAYEMS,1961-07-01,54123.0
PAYEMS,1961-08-01,54298.0
PAYEMS,1961-09-01,54388.0
PAYEMS,1961-10-01,54522.0
PAYEMS,1961-11-01,54742.0
PAYEMS,1961-12-01,54872.0
PAYEMS,1962-01-01,54891.0
PAYEMS,1962-02-01,55188.0
PAYEMS,1962-03-01,55275.0
PAYEMS,1962-04-01,55602.0
PAYEMS,1962-05-01,55628.0
PAYEMS,1962-06-01,55644.0
PAYEMS,1962-07-01,55746.0
PAYEMS,1962-08-01,55838.0
PAYEMS,1962-09-01,55978.0
PAYEMS,1962-10-01,56041.0
PAYEMS,1962-11-01,56056.0
PAYEMS,1962-12-01,56028.0
PAYEMS,1963-01-01,56115.0
PAYEMS,1963-02-01,56230.0
PAYEMS,1963-03-01,56320.0
PAYEMS,1963-04-01,56580.0
PAYEMS,1963-05-01,56616.0
PAYEMS,1963-06-01,56659.0
PAYEMS,1963-07-01,56794.0
PAYEMS,1963-08-01,56910.0
PAYEMS,1963-09-01,57078.0
PAYEMS,1963-10-01,57283.0
PAYEMS,1963-11-01,57255.0
PAYEMS,1963-12-01,57361.0
PAYEMS,1964-01-01,57487.0
PAYEMS,1964-02-01,57753.0
PAYEMS,1964-03-01,57897.0
PAYEMS,1964-04-01,57922.0
PAYEMS,1964-05-01,58089.0
PAYEMS,1964-06-01,58219.0
PAYEMS,1964-07-01,58412.0
PAYEMS,1964-08-01,58619.0
PAYEMS,1964-09-01,58903.0
PAYEMS,1964-10-01,58793.0
PAYEMS,1964-11-01,59218.0
PAYEMS,1964-12-01,59421.0
PAYEMS,1965-01-01,59582.0
PAYEMS,1965-02-01,59800.0
PAYEMS,1965-03-01,60003.0
PAYEMS,1965-04-01,60259.0
PAYEMS,1965-05-01,60491.0
PAYEMS,1965-06-01,60690.0
PAYEMS,1965-07-01,60965.0
PAYEMS,1965-08-01,61228.0
PAYEMS,1965-09-01,61490.0
PAYEMS,1965-10-01,61719.0
PAYEMS,1965-11-01,61996.0
PAYEMS,1965-12-01,62322.0
PAYEMS,1966-01-01,62529.0
PAYEMS,1966-02-01,62796.0
PAYEMS,1966-03-01,63192.0
PAYEMS,1966-04-01,63437.0
PAYEMS,1966-05-01,63712.0
PAYEMS,1966-06-01,64111.0
PAYEMS,1966-07-01,64301.0
PAYEMS,1966-08-01,64507.0
PAYEMS,1966-09-01,64643.0
PAYEMS,1966-10-01,64854.0
PAYEMS,1966-11-01,65019.0
PAYEMS,1966-12-01,65199.0
PAYEMS,1967-01-01,65407.0
PAYEMS,1967-02-01,65429.0
PAYEMS,1967-03-01,65530.0
PAYEMS,1967-04-01,65466.0
PAYEMS,1967-05-01,65620.0
PAYEMS,1967-06-01,65750.0
PAYEMS,1967-07-01,65888.0
PAYEMS,1967-08-01,66143.0
PAYEMS,1967-09-01,66164.0
PAYEMS,1967-10-01,66225.0
PAYEMS,1967-11-01,66703.0
PAYEMS,1967-12-01,66900.0
PAYEMS,1968-01-01,66804.0
PAYEMS,1968-02-01,67215.0
PAYEMS,1968-03-01,67295.0
PAYEMS,1968-04-01,67556.0
PAYEMS,1968-05-01,67652.0
PAYEMS,1968-06-01,67905.0
PAYEMS,1968-07-01,68126.0
PAYEMS,1968-08-01,68330.0
PAYEMS,1968-09-01,68484.0
PAYEMS,1968-10-01,68721.0
PAYEMS,1968-11-01,68984.0
PAYEMS,1968-12-01,69248.0
PAYEMS,1969-01-01,69439.0
PAYEMS,1969-02-01,69699.0
PAYEMS,1969-03-01,69905.0
PAYEMS,1969-04-01,70072.0
PAYEMS,1969-05-01,70328.0
PAYEMS,1969-06-01,70636.0
PAYEMS,1969-07-01,70729.0
PAYEMS,1969-08-01,71008.0
PAYEMS,1969-09-01,70914.0
PAYEMS,1969-10-01,71121.0
PAYEMS,1969-11-01,71086.0
PAYEMS,1969-12-01,71241.0
PAYEMS,1970-01-01,71176.0
PAYEMS,1970-02-01,71305.0
PAYEMS,1970-03-01,71451.0
PAYEMS,1970-04-01,71348.0
PAYEMS,1970-05-01,71124.0
PAYEMS,1970-06-01,71029.0
PAYEMS,1970-07-01,71053.0
PAYEMS,1970-08-01,70937.0
PAYEMS,1970-09-01,70944.0
PAYEMS,1970-10-01,70521.0
PAYEMS,1970-11-01,70409.0
PAYEMS,1970-12-01,70792.0
PAYEMS,1971-01-01,70865.0
PAYEMS,1971-02-01,70807.0
PAYEMS,1971-03-01,70860.0
PAYEMS,1971-04-01,71036.0
PAYEMS,1971-05-01,71247.0
PAYEMS,1971-06-01,71254.0
PAYEMS,1971-07-01,71315.0
PAYEMS,1971-08-01,71373.0
PAYEMS,1971-09-01,71614.0
PAYEMS,1971-10-01,71642.0
PAYEMS,1971-11-01,71847.0
PAYEMS,1971-12-01,72109.0
PAYEMS,1972-01-01,72441.0
PAYEMS,1972-02-01,72648.0
PAYEMS,1972-03-01,72944.0
PAYEMS,1972-04-01,73162.0
PAYEMS,1972-05-01,73469.0
PAYEMS,1972-06-01,73758.0
PAYEMS,1972-07-01,73709.0
PAYEMS,1972-08-01,74141.0
PAYEMS,1972-09-01,74264.0
PAYEMS,1972-10-01,74674.0
PAYEMS,1972-11-01,74973.0
PAYEMS,1972-12-01,75268.0
PAYEMS,1973-01-01,75617.0
PAYEMS,1973-02-01,76014.0
PAYEMS,1973-03-01,76284.0
PAYEMS,1973-04-01,76455.0
PAYEMS,1973-05-01,76648.0
PAYEMS,1973-06-01,76887.0
PAYEMS,1973-07-01,76913.0
PAYEMS,1973-08-01,77168.0
PAYEMS,1973-09-01,77276.0
PAYEMS,1973-10-01,77607.0
PAYEMS,1973-11-01,77920.0
PAYEMS,1973-12-01,78031.0
PAYEMS,1974-01-01,78100.0
PAYEMS,1974-02-01,78254.0
PAYEMS,1974-03-01,78296.0
PAYEMS,1974-04-01,78382.0
PAYEMS,1974-05-01,78549.0
PAYEMS,1974-06-01,78604.0
PAYEMS,1974-07-01,78636.0
PAYEMS,1974-08-01,78619.0
PAYEMS,1974-09-01,78610.0
PAYEMS,1974-10-01,78630.0
PAYEMS,1974-11-01,78265.0
PAYEMS,1974-12-01,77652.0
PAYEMS,1975-01-01,77293.0
PAYEMS,1975-02-01,76918.0
PAYEMS,1975-03-01,76648.0
PAYEMS,1975-04-01,76460.0
PAYEMS,1975-05-01,76624.0
PAYEMS,1975-06-01,76521.0
PAYEMS,1975-07-01,76770.0
PAYEMS,1975-08-01,77153.0
PAYEMS,1975-09-01,77228.0
PAYEMS,1975-10-01,77540.0
PAYEMS,1975-11-01,77685.0
PAYEMS,1975-12-01,78017.0
PAYEMS,1976-01-01,78503.0
PAYEMS,1976-02-01,78816.0
PAYEMS,1976-03-01,79048.0
PAYEMS,1976-04-01,79292.0
PAYEMS,1976-05-01,79312.0
PAYEMS,1976-06-01,79376.0
PAYEMS,1976-07-01,79547.0
PAYEMS,1976-08-01,79704.0
PAYEMS,1976-09-01,79892.0
PAYEMS,1976-10-01,79911.0
PAYEMS,1976-11-01,80240.0
PAYEMS,1976-12-01,80448.0
PAYEMS,1977-01-01,80690.0
PAYEMS,1977-02-01,80988.0
PAYEMS,1977-03-01,81391.0
PAYEMS,1977-04-01,81728.0
PAYEMS,1977-05-01,82088.0
PAYEMS,1977-06-01,82488.0
PAYEMS,1977-07-01,82834.0
PAYEMS,1977-08-01,83075.0
PAYEMS,1977-09-01,83532.0
PAYEMS,1977-10-01,83800.0
PAYEMS,1977-11-01,84173.0
PAYEMS,1977-12-01,84410.0
PAYEMS,1978-01-01,84594.0
PAYEMS,1978-02-01,84948.0
PAYEMS,1978-03-01,85460.0
PAYEMS,1978-04-01,86162.0
PAYEMS,1978-05-01,86509.0
PAYEMS,1978-06-01,86950.0
PAYEMS,1978-07-01,87204.0
PAYEMS,1978-08-01,87483.0
PAYEMS,1978-09-01,87621.0
PAYEMS,1978-10-01,87956.0
PAYEMS,1978-11-01,88391.0
PAYEMS,1978-12-01,88671.0
PAYEMS,1979-01-01,88808.0
PAYEMS,1979-02-01,89055.0
PAYEMS,1979-03-01,89479.0
PAYEMS,1979-04-01,89417.0
PAYEMS,1979-05-01,89789.0
PAYEMS,1979-06-01,90108.0
PAYEMS,1979-07-01,90217.0
PAYEMS,1979-08-01,90300.0
PAYEMS,1979-09-01,90327.0
PAYEMS,1979-10-01,90481.0
PAYEMS,1979-11-01,90573.0
PAYEMS,1979-12-01,90672.0
PAYEMS,1980-01-01,90800.0
PAYEMS,1980-02-01,90883.0
PAYEMS,1980-03-01,90994.0
PAYEMS,1980-04-01,90849.0
PAYEMS,1980-05-01,90420.0
PAYEMS,1980-06-01,90101.0
PAYEMS,1980-07-01,89840.0
PAYEMS,1980-08-01,90099.0
PAYEMS,1980-09-01,90213.0
PAYEMS,1980-10-01,90490.0
PAYEMS,1980-11-01,90747.0
PAYEMS,1980-12-01,90943.0
PAYEMS,1981-01-01,91033.0
PAYEMS,1981-02-01,91105.0
PAYEMS,1981-03-01,91210.0
PAYEMS,1981-04-01,91283.0
PAYEMS,1981-05-01,91296.0
PAYEMS,1981-06-01,91490.0
PAYEMS,1981-07-01,91601.0
PAYEMS,1981-08-01,91565.0
PAYEMS,1981-09-01,91477.0
PAYEMS,1981-10-01,91380.0
PAYEMS,1981-11-01,91171.0
PAYEMS,1981-12-01,90895.0
PAYEMS,1982-01-01,90565.0
PAYEMS,1982-02-01,90563.0
PAYEMS,1982-03-01,90434.0
PAYEMS,1982-04-01,90150.0
PAYEMS,1982-05-01,90107.0
PAYEMS,1982-06-01,89865.0
PAYEMS,1982-07-01,89521.0
PAYEMS,1982-08-01,89363.0
PAYEMS,1982-09-01,89183.0
PAYEMS,1982-10-01,88907.0
PAYEMS,1982-11-01,88786.0
PAYEMS,1982-12-01,88771.0
PAYEMS,1983-01-01,88990.0
PAYEMS,1983-02-01,88917.0
PAYEMS,1983-03-01,89090.0
PAYEMS,1983-04-01,89364.0
PAYEMS,1983-05-01,89644.0
PAYEMS,1983-06-01,90021.0
PAYEMS,1983-07-01,90437.0
PAYEMS,1983-08-01,90129.0
PAYEMS,1983-09-01,91247.0
PAYEMS,1983-10-01,91520.0
PAYEMS,1983-11-01,91875.0
PAYEMS,1983-12-01,92230.0
PAYEMS,1984-01-01,92673.0
PAYEMS,1984-02-01,93157.0
PAYEMS,1984-03-01,93429.0
PAYEMS,1984-04-01,93792.0
PAYEMS,1984-05-01,94098.0
PAYEMS,1984-06-01,94479.0
PAYEMS,1984-07-01,94789.0
PAYEMS,1984-08-01,95032.0
PAYEMS,1984-09-01,95344.0
PAYEMS,1984-10-01,95629.0
PAYEMS,1984-11-01,95982.0
PAYEMS,1984-12-01,96107.0
PAYEMS,1985-01-01,96372.0
PAYEMS,1985-02-01,96503.0
PAYEMS,1985-03-01,96842.0
PAYEMS,1985-04-01,97038.0
PAYEMS,1985-05-01,97312.0
PAYEMS,1985-06-01,97459.0
PAYEMS,1985-07-01,97648.0
PAYEMS,1985-08-01,97840.0
PAYEMS,1985-09-01,98045.0
PAYEMS,1985-10-01,98233.0
PAYEMS,1985-11-01,98443.0
PAYEMS,1985-12-01,98609.0
PAYEMS,1986-01-01,98732.0
PAYEMS,1986-02-01,98847.0
PAYEMS,1986-03-01,98934.0
PAYEMS,1986-04-01,99121.0
PAYEMS,1986-05-01,99248.0
PAYEMS,1986-06-01,99155.0
PAYEMS,1986-07-01,99473.0
PAYEMS,1986-08-01,99588.0
PAYEMS,1986-09-01,99934.0
PAYEMS,1986-10-01,100121.0
PAYEMS,1986-11-01,100308.0
PAYEMS,1986-12-01,100509.0
PAYEMS,1987-01-01,100678.0
PAYEMS,1987-02-01,100919.0
PAYEMS,1987-03-01,101164.0
PAYEMS,1987-04-01,101499.0
PAYEMS,1987-05-01,101728.0
PAYEMS,1987-06-01,101900.0
PAYEMS,1987-07-01,102247.0
PAYEMS,1987-08-01,102420.0
PAYEMS,1987-09-01,102647.0
PAYEMS,1987-10-01,103138.0
PAYEMS,1987-11-01,103372.0
PAYEMS,1987-12-01,103661.0
PAYEMS,1988-01-01,103753.0
PAYEMS,1988-02-01,104214.0
PAYEMS,1988-03-01,104489.0
PAYEMS,1988-04-01,104732.0
PAYEMS,1988-05-01,104962.0
PAYEMS,1988-06-01,105326.0
PAYEMS,1988-07-01,105550.0
PAYEMS,1988-08-01,105674.0
PAYEMS,1988-09-01,106013.0
PAYEMS,1988-10-01,106276.0
PAYEMS,1988-11-01,106617.0
PAYEMS,1988-12-01,106898.0
PAYEMS,1989-01-01,107161.0
PAYEMS,1989-02-01,107427.0
PAYEMS,1989-03-01,107621.0
PAYEMS,1989-04-01,107791.0
PAYEMS,1989-05-01,107913.0
PAYEMS,1989-06-01,108027.0
PAYEMS,1989-07-01,108069.0
PAYEMS,1989-08-01,108120.0
PAYEMS,1989-09-01,108369.0
PAYEMS,1989-10-01,108476.0
PAYEMS,1989-11-01,108752.0
PAYEMS,1989-12-01,108836.0
PAYEMS,1990-01-01,109196.0
PAYEMS,1990-02-01,109436.0
PAYEMS,1990-03-01,109640.0
PAYEMS,1990-04-01,109674.0
PAYEMS,1990-05-01,109828.0
PAYEMS,1990-06-01,109850.0
PAYEMS,1990-07-01,109815.0
PAYEMS,1990-08-01,109606.0
PAYEMS,1990-09-01,109523.0
PAYEMS,1990-10-01,109377.0
PAYEMS,1990-11-01,109222.0
PAYEMS,1990-12-01,109168.0
PAYEMS,1991-01-01,109058.0
PAYEMS,1991-02-01,108735.0
PAYEMS,1991-03-01,108568.0
PAYEMS,1991-04-01,108350.0
PAYEMS,1991-05-01,108253.0
PAYEMS,1991-06-01,108330.0
PAYEMS,1991-07-01,108290.0
PAYEMS,1991-08-01,108299.0
PAYEMS,1991-09-01,108335.0
PAYEMS,1991-10-01,108361.0
PAYEMS,1991-11-01,108300.0
PAYEMS,1991-12-01,108330.0
PAYEMS,1992-01-01,108365.0
PAYEMS,1992-02-01,108313.0
PAYEMS,1992-03-01,108367.0
PAYEMS,1992-04-01,108517.0
PAYEMS,1992-05-01,108647.0
PAYEMS,1992-06-01,108707.0
PAYEMS,1992-07-01,108792.0
PAYEMS,1992-08-01,108916.0
PAYEMS,1992-09-01,108952.0
PAYEMS,1992-10-01,109138.0
PAYEMS,1992-11-01,109283.0
PAYEMS,1992-12-01,109502.0
PAYEMS,1993-01-01,109790.0
PAYEMS,1993-02-01,110048.0
PAYEMS,1993-03-01,110004.0
PAYEMS,1993-04-01,110300.0
PAYEMS,1993-05-01,110571.0
PAYEMS,1993-06-01,110742.0
PAYEMS,1993-07-01,111054.0
PAYEMS,1993-08-01,111200.0
PAYEMS,1993-09-01,111449.0
PAYEMS,1993-10-01,111734.0
PAYEMS,1993-11-01,111988.0
PAYEMS,1993-12-01,112324.0
PAYEMS,1994-01-01,112601.0
PAYEMS,1994-02-01,112782.0
PAYEMS,1994-03-01,113245.0
PAYEMS,1994-04-01,113589.0
PAYEMS,1994-05-01,113922.0
PAYEMS,1994-06-01,114239.0
PAYEMS,1994-07-01,114608.0
PAYEMS,1994-08-01,114903.0
PAYEMS,1994-09-01,115247.0
PAYEMS,1994-10-01,115457.0
PAYEMS,1994-11-01,115868.0
PAYEMS,1994-12-01,116173.0
PAYEMS,1995-01-01,116505.0
PAYEMS,1995-02-01,116694.0
PAYEMS,1995-03-01,116908.0
PAYEMS,1995-04-01,117065.0
PAYEMS,1995-05-01,117047.0
PAYEMS,1995-06-01,117291.0
PAYEMS,1995-07-01,117382.0
PAYEMS,1995-08-01,117646.0
PAYEMS,1995-09-01,117873.0
PAYEMS,1995-10-01,118026.0
PAYEMS,1995-11-01,118165.0
PAYEMS,1995-12-01,118325.0
PAYEMS,1996-01-01,118317.0
PAYEMS,1996-02-01,118737.0
PAYEMS,1996-03-01,118992.0
PAYEMS,1996-04-01,119158.0
PAYEMS,1996-05-01,119496.0
PAYEMS,1996-06-01,119770.0
PAYEMS,1996-07-01,120019.0
PAYEMS,1996-08-01,120198.0
PAYEMS,1996-09-01,120400.0
PAYEMS,1996-10-01,120665.0
PAYEMS,1996-11-01,120947.0
PAYEMS,1996-12-01,121143.0
PAYEMS,1997-01-01,121357.0
PAYEMS,1997-02-01,121674.0
PAYEMS,1997-03-01,121991.0
PAYEMS,1997-04-01,122288.0
PAYEMS,1997-05-01,122560.0
PAYEMS,1997-06-01,122816.0
PAYEMS,1997-07-01,123114.0
PAYEMS,1997-08-01,123086.0
PAYEMS,1997-09-01,123575.0
PAYEMS,1997-10-01,123924.0
PAYEMS,1997-11-01,124226.0
PAYEMS,1997-12-01,124549.0
PAYEMS,1998-01-01,124806.0
PAYEMS,1998-02-01,125017.0
PAYEMS,1998-03-01,125165.0
PAYEMS,1998-04-01,125446.0
PAYEMS,1998-05-01,125846.0
PAYEMS,1998-06-01,126076.0
PAYEMS,1998-07-01,126211.0
PAYEMS,1998-08-01,126546.0
PAYEMS,1998-09-01,126744.0
PAYEMS,1998-10-01,126948.0
PAYEMS,1998-11-01,127223.0
PAYEMS,1998-12-01,127595.0
PAYEMS,1999-01-01,127699.0
PAYEMS,1999-02-01,128118.0
PAYEMS,1999-03-01,128234.0
PAYEMS,1999-04-01,128596.0
PAYEMS,1999-05-01,128813.0
PAYEMS,1999-06-01,129084.0
PAYEMS,1999-07-01,129421.0
PAYEMS,1999-08-01,129572.0
PAYEMS,1999-09-01,129772.0
PAYEMS,1999-10-01,130178.0
PAYEMS,1999-11-01,130467.0
PAYEMS,1999-12-01,130783.0
PAYEMS,2000-01-01,131011.0
PAYEMS,2000-02-01,131121.0
PAYEMS,2000-03-01,131604.0
PAYEMS,2000-04-01,131883.0
PAYEMS,2000-05-01,132105.0
PAYEMS,2000-06-01,132062.0
PAYEMS,2000-07-01,132228.0
PAYEMS,2000-08-01,132234.0
PAYEMS,2000-09-01,132338.0
PAYEMS,2000-10-01,132352.0
PAYEMS,2000-11-01,132556.0
PAYEMS,2000-12-01,132716.0
PAYEMS,2001-01-01,132703.0
PAYEMS,2001-02-01,132788.0
PAYEMS,2001-03-01,132751.0
PAYEMS,2001-04-01,132457.0
PAYEMS,2001-05-01,132409.0
PAYEMS,2001-06-01,132299.0
PAYEMS,2001-07-01,132171.0
PAYEMS,2001-08-01,132021.0
PAYEMS,2001-09-01,131763.0
PAYEMS,2001-10-01,131452.0
PAYEMS,2001-11-01,131144.0
PAYEMS,2001-12-01,130983.0
PAYEMS,2002-01-01,130859.0
PAYEMS,2002-02-01,130736.0
PAYEMS,2002-03-01,130722.0
PAYEMS,2002-04-01,130615.0
PAYEMS,2002-05-01,130632.0
PAYEMS,2002-06-01,130673.0
PAYEMS,2002-07-01,130583.0
PAYEMS,2002-08-01,130582.0
PAYEMS,2002-09-01,130503.0
PAYEMS,2002-10-01,130617.0
PAYEMS,2002-11-01,130616.0
PAYEMS,2002-12-01,130465.0
PAYEMS,2003-01-01,130573.0
PAYEMS,2003-02-01,130441.0
PAYEMS,2003-03-01,130235.0
PAYEMS,2003-04-01,130172.0
PAYEMS,2003-05-01,130196.0
PAYEMS,2003-06-01,130185.0
PAYEMS,2003-07-01,130184.0
PAYEMS,2003-08-01,130153.0
PAYEMS,2003-09-01,130253.0
PAYEMS,2003-10-01,130440.0
PAYEMS,2003-11-01,130481.0
PAYEMS,2003-12-01,130589.0
PAYEMS,2004-01-01,130756.0
PAYEMS,2004-02-01,130820.0
PAYEMS,2004-03-01,131139.0
PAYEMS,2004-04-01,131412.0
